text	multi_label
ऐसा लग रहा है जैसे खुद सरदार पटेल जी आज हरिभरी नर्मदा को देखकर खुश हो रहे हैं 	hate
मुंबई में लगे पाकिस्तान जिंदाबाद के नारे... ठाकरे सरकार में सपा पार्टी के कोटे से मंत्री अब्बू आज़मी के सामने लगते रहे पाकिस्तान जिंदाबाद के नारे  मेरे देश में मेरे सामने अगर कोई पाकिस्तान ज़िंदाबाद के नारे लगाएगा तो पुलिस से पहले उसे मैं सबक सिखाऊंगा से कुछ लोग हर चीज को हिन्दू मुसलमान का रंग देते है मैं से आग्रह करता हूं कि मेरे बारे में पाकिस्तान ज़िंदाबाद की अफवाह फैलाने वालों को तुरंत अरेस्ट करें।	fake
अगस्त को जब अयोध्या में बनने जा रहे राम मंदिर की नींव रखी जा रही थी। उस समय भारत के प्रधानमंत्री के अलावा यूके के प्रधानमंत्री बोरिस जॉनसन ने भी राम के प्रति अपनी श्रद्धा दिखाते हुए यूके में ही राम का अभिषेक किया था।	fake
साले चिढ़े हुए हैं ,,कोई दूसरा गड्ढा ना भर दें।	offensive
किसकी बात कर रही ये वही अखिलेश हैं जिनके बाप निर्दोष कारसेवकों पर गोलियां चलवाईं	hate
साले बिन पेंदी के लोटे हैं,चतुर देवी.	offensive
के पार पेट्रोल रुपया केजी के पार सब्जियां ना दाल खाने देगा न सब्जी खाने देगा ना गाड़ी चलाने देगा डेर वितना की कहानी सुने थें हगने देंगे तो मूतने नहीं देंगे वही कहानी देश की हाल हो रखी है दाल देंगे तो सब्जी नहीं सब्जी देंगे तो पेट्रोल नहीं रोजगार मांगोगे मंदिर देंगे	offensive
तू जैसे कमीनी पत्रकार की वजह से आज देश मैं अमन और चैन नहीं रहा तेरे जैसे पत्रकारों की वजह से आज हमारे देश में यह दंगे फसाद सब कुछ तुम लोगों की वजह से हो रहा है कभी ना कभी तो वक्त पलट भी जाएगा तब तुझसे हिसाब लूंगा तब तक के लिए जय हिंद जय भारत	offensive
बहुत ही सुन्दर था वो ऐसा कहा जाता था पर पता नहीं कहा गायब हो गया भाई विकास कहा हो आप	defamation
कोविड19 वायरस ° सेल्सियस के तापमान में मर जाता है। घर पर रहने वाले लोगों को दिन में एक बार, बाहर जाने वालों को दिन में बार और डॉक्टर को हर घंटे में एक बार भाप लेने को कहा गया है। भाप लेने से नाक के भीतर का तापमान बढ़ेगा और वायरस नाक में ही मर जाएगा।	fake
ट्रम्प हमारे लोकतंत्र के लिए खतरा हैं इसके अलावा, अगर मेरा पक्ष किसी एक मुद्दे पर हार जाता है, तो मैं इस कुतिया को बंद करने की योजना बनाता हूं दंगों गृह युद्ध	hate,offensive
मोर को दाना खिलाने वाले से उनकी इतनी जल रही है सोचो जिस दिन बाघ को दूध पिलाने वाला आएगा तब तो इनका धुंवा निकलेगा धुंवा	defamation
जिस तरह की घिनौना अपराध मेरे साथ की है यदि मेरी जगह कोई और सैनिक फैमिली होती तो पूरे फैमिली आत्महत्या कर लेती साल की उम्र में सेना से बाहर कर लंगड़ा अंधा बना कर सड़क पर बिना पेंशन भीख मांगने के लिए छोड़ दिया शर्म नाम की चीज नहीं है तुम सबको	hate
तबरेज़ अंसारी का जनाज़ा	fake
पैसा तो सारे अंबानी के झोली में डाल दीया पैसा तो अपने मित्रों को देखकर विदेश में शिफ्ट कर दिया एक हॉस्पिटल बनाने की क्षमता नहीं चुनावी जुमला चुनावी उद्घाटन करते हो बिहार के लोग उड़ती चिड़िया के पंख में सिख लगा देते हैं बेवकूफ नहीं बनेंगे	defamation,hate
यह साले बॉलीवुड को अपने बाप की जागीर समझने लगे हैं	offensive
अब बेरोज़गार नौकरी की तलाश में निकलेंगे इतनी सारी नौकरिया निकाली है मोदीजी ने	defamation,offensive
ये तस्वीरें हैं उस भूमिपूजन की जो नवम्बर को हो चुका है। याने कार्तिक मास के शुक्ल पक्ष की एकादशी को, जिसे हम देवउठनी एकादशी कहते हैं। कोंग्रेस की सरकार ने भी उस समय तिथि का खयाल रखा था। तब के पण्डे आज की तरह ढोंगी नहीं थे। उन्हें सब बातों का खयाल था। माफ कीजिये सरकार, आप सिर्फ हिन्दुत्व का ढोंग करते हैं, सनातन वैदिक धर्म व उसकी परम्परा का चुटकी भर ज्ञान नहीं आपको 	defamation,fake,hate
यह जून की रात चीनी सीमा पर शहीद हुए भारतीय सेना के जवानों की लाशें हैं।	fake
   किसकोकिसको लगता है कि राहुल गाँधी का नारा चौकीदार चोर है बिल्कुल सही था  	hate
उत्तराखंड विधानसभा मे प्रश्न काल नही CM जी Gambler फिल्म का गाना सुना था मेरी मर्ज़ी मै चाहे ये करू,मै चाहे वो करू मै चाहे यहा जाऊ,मै चाहे वहा जाऊ गोरे को मै कहू काला जीजा को मै बोलू साला नदी को मै बोलू नाला चाबी बिना खोलू ताला मेरे बारे मे कुछ कहना नही चुपचाप बैठे रहो बोलना नही	offensive
इतना दोगलापन लाते कहां से एक छोटी सी पुस्तक से इतना घबरा गये और “असहिष्णु” हो गए तुम कहो तो अभिव्यक्ति की आजादी हम कहें तो 	defamation
यह विडियो पिपलेश्वर महादेव मंदिर मोछाल  सिरोही  का है हर रोज ये चीता परिवार मन्दिर के सेवक को अपना समझ कर उनके साथ सो जाते हैं।	fake
साल से मुसलमान एक होकर वोट कर रहे थे तो सब ठीक था , साल से हिंदू एक हो कर के वोट क्या करने लगे सब का पजामा फट गया.....	hate
अरे दंगाई चैनलों, भगवान के लिए अब तो ये घृणा और नफ़रत की डिबेट बन्द कर दोFolded hands	hate
कपिल सिब्बल को कोर्ट के बाहर किसी ने थप्पड़ जड़ दिया।	fake
बिहार का कोविड हॉस्पिटल स्मार्ट सिटी बिहार सरकार द्वारा शुरू किये गए हॉस्पिटल कोविड19 के दौरान  स्विमिंग पूल में इलाज 	fake
बढ़िया ख़बर यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। ्मनाक यह कोई रेल नहीं है ोड़ीटी यह कोई जाम नहीं है ्तरप्रदेश मे ्रियंकागाँधी जी ने बस तैयार कर रखी है मजदूरो को घर पहुँचाने के लिए लेकिन योगी जी परमिशन नही दे रहे 	fake
हमारा परिवार जनसंघ में था, जन्म से हम भाजपा के सदस्य थे। मेरे पिता जनसंघ में थे और आपातकाल के दौरान जेल गए थे।	fake
निखिल दधीच एक हिन्दू शत्रु को कुतिया कह दे तो मोदी से प्रश्न पूछे जाएंगे क्योंकि वे ट्विटर पर उसे फॉलो करते हैं। पर अपनी पार्टी के राज्यसभा सांसद की लोकतंत्र के मंदिर में की गयी गुंडागर्दी के लिये उत्तरदायी नहीं है।ये दोनों राजनीति का पाताल हैं।	defamation
भाइयों बहनों मित्रों करोड़ रोजगार हर साल भाइयों बहनों मित्रों अच्छे दिन आ गए गांवों में काम नहीं, अगस्त में देश में बढ़ी बेरोजगारों की फौज	hate
Real Bahubali of Assam आसाम का असली ाहुबली जिसने अपनी जान खतरे में डालते हुये भी who saved a fawn from drowning एक निरीह पशु शिशु को डूबने से बचाया	fake
BJP का एलान राजस्थान में बचे हुए लड्डू अगस्त को अंधभक्तों में बांटे जाएंगे 	offensive
चर्चित उन्नाव रेप कांड के दोषी भाजपा विधायक कुलदीप सिंह सेंगर को हाई कोर्ट से मिली जमानत। अब सवाल यह उठता है कि जिस जज ने जमानत दिया है, अगर पीड़िता उसी जज की बेटी होती, तो भी वह जज जमानत दे देता क्या इस हैवान ने पीड़िता के पूरे खानदान को मार डाला, फिर भी उस जज को तरस नहीं आया ।	hate,offensive
भारत से अच्छी स्थिति तो पाकिस्तान की है कोरोना से निपट लिया भारत में तो एक करोड़ दो एमबीबीएस की डिग्री लो गूगल से सर्च करके मेडिसिन लिखो ऐसे डॉक्टर पैदा किए हैं जिसकी जन्म ही करप्शन के जरिए हुई है मूर्खों की देश साबित हो गई सरकारी सिस्टम में भ्रष्टाचार के जरिए घुसकर तबाह कर दी	offensive
कंगना के ऑफिस पर BMC का छापा, और पालघर के दोषियों को जमानत  वाह महाराष्ट्र सरकार वाह	defamation
अगर कोई लड़का आपके नज़र में कुत्ता कमीना चूतिया बददिमाग आवारा बेशर्म अनपढ़ जाहिल गवार है तो..., उसे प्यार से देखो यार दरअसल वो लड़का भूतकाल का बहुत मासूम लड़का होता है, जिसका कोई हसीना चुटिया काट काट कर उसकी मासूमियत छीन लेती है, जिस कारण वो वर्तमान काल मे अभद्र बन जाता है	offensive
सोलापुर सिटी से कि मी दूर अक्कल्कोट के आस पास खेत में एक अजीब जानवर देखने को मिला।	fake
नसीरुद्दीन शाह की भी बिगड़ी तबियत , अस्पताल में भर्ती। हे ईश्वर अब कोई ऐसी खबर मत देना क्योंकि सहने की भी छमता होती है ईश्वर आपको लंबी उम्र दे	fake
आज संसद में रक्षामंत्री निर्मला सीतारमन ने कहा प्रधानमंत्री चोर है	fake
एक अमरीकी ने कहा हमारे पास नासा है... उसे एक चमचे ने राहुल गांधी का फ़ोटो दिखाया और कहा हमारे पास सत्यानासा है.	hate
जब मोदीजी ने UNO के कॉन्फ्रेंस हॉल में प्रवेश किये तो वहां उपस्थित सभी लोगों ने उनका खडे होकर अभिवादन किया। जो छुप रहा था और दुनिया के सामने अपनी भद्द पिटवा रहा था। उसे दुनिया मे बैठने लायक मोदी ने छोङा नहीं और मोदी जी के सामने खङा होने की उसकी औकात नहीं । पहचान तो आप गए ही होंग	hate
मुंबई में लगे पाकिस्तान जिंदाबाद के नारे	hate
भैस का बच्चा जो भी कहते हो बोलचाल में यही कहते	offensive
किम जोंगउन के अंतिम संस्कार का एक्सक्लूसिव वीडियो है	fake
रिया बाबू को कोई जेल में टिफिन दे आओ रे बाबू ने दो दिन से थाना न थाया...	defamation
सुप्रीम कोर्ट ने जो पांच एकड़ जमीन दी थी.. सुन्नी वक्फ़ बोर्ड ने लिया फैसला.. उस पर बनेगा बाबरी हास्पिटल जो AIIMS के बराबर मुफ्त सुविधा देगा.जाने माने डाक्टर को इस अस्पताल का प्रसासक बनाया जा सकता है.. इस अस्पताल में एक पूरा फ्लोर बच्चों के लिए आरक्षित होगा.. जिसमें चमकी बुखारViral Megningits सहित कई बिमारियों का ईलाज होगा	fake
बिग ब्रेकिंग नाज़मा बेगम 43 जो शाहीनबागप्रोटेस्ट में बैठी हैं, उनकी तबियत ठीक नहीं थी। डॉक्टरों ने उनमें कोरोनोवायरस पॉजिटिव पाया है। डॉक्टरों ने इलाज से इनकार कर दिया और वह शाहीनबाग वापस आ गई, किस तरह के लोग हैं ये	fake
यह राजस्थान के बीजेपी नेता कालीचरण इसका नाम है अंधभक्तों की बहन को कमर पकड़ने पर अंध भक्तों की बहन बोलती है वायरल हो जाएगी जीडीपी  क्या हुई है  हो जाएगी हालात को देखिए और समझिए आपने क्या गलती की है अब समझ में आ रही है या नहीं	defamation
पीएम धन लक्ष्मी योजना के तहत महिलाओं को केंद्र सरकार द्वारा लाख रुपये तक लोन प्रदान किया जाएगा	fake
अवतारवाद इस्लाम है इसलिए उनके गुर्गे राम कृष्ण मन्दिर पर जोर दे रहे है जबकि हिन्दू शिव शक्ति के रूप में माता पिता को पूजता है।काशीविश्वनाथ पर आज तक rss चुप क्यों है शिव शक्ति का कोई कार्यक्रम rss क्यों नहीं करता प्राचीन तो शिव मन्दिर है न ओर अयोध्या में भी शिवलिंग मिला	defamation,offensive
देश मे कोरोना वायरस जानलेवा बीमारी फैल रही थी लॉकडाउन के कारण देश के लाखो गरीब और मजदूर घर से बेघर हो गये थे लेकिन भाजपा सरकार ने देश की जनता की रक्षा की नही सोची बल्कि इस संकट की घड़ी मे मध्यप्रदेश में जनता द्वारा चुनी हुई सरकार को गिराकर अपनी सरकार बनाई	hate
गिरने वाली महिला कर्नाटक की कलेक्टर हैं।	fake
ऑल इंडिया मुस्लिम पर्सनल लॉ बोर्ड एवं सुन्नी वक्फ बोर्ड ने लिया फैसला। अयोध्या में मिली पांच एकड़ ज़मीन पर बनाया जाएगा बाबरी हॉस्पिटल। कफील खान को बनाया जाएगा इसका ज़िम्मेदार। यह अस्पताल उनका इलाज करेगा जो इस तरह की फर्ज़ी ख़बर फैलाते हैं।	fake
वामपंथी सोच । कूत्ती कमीनी जिहादी सोच।	hate,offensive
ये कौन महान है जिसकी इतनी हिम्मत के हिन्दू देवी देवताओं की तस्वीर पर पांव रखे।	hate,offensive
   उठो देश के युवा ललकार दो, कहो सरकार से हमें रोजगार दो.. े9मिनट े9मिनटयुवाओंकीबात	offensive
मुम्बई से बंगाल के लिए चली श्रमिक स्पेशल है	fake
अरे रांड तुझे क्या पता खेती की abcd का कुत्ती कमीनी तूने अपनी औक़ात दिखा ही दी तुझे देश का किसान कभी माफ नही करेगा	defamation,fake,hate,offensive
 सातवें आसमान पर बैठे अल्लाह ताला को जब गर्मी लगती है तब वो नहाते हैं जिस से पानी सातवे आसमान से नीचे गिरने लगता है। ये काफिर कौम के नामुराद इस पानी को ही बारिश समझ लेते हैं। बेशक खोदा बहुत बड़ा कारसाज है 	fake
तुम आने वाला चुनाव लिखो मैं बेरोजगार लिखूंगा कहीं सूखा कहीं बाढ़ लिखूंगा स्कूल कॉलेज अस्पताल लिखूंगा तुम झूठे वादे लिखो मैं वादों का हर हिसाब लिखूंगा।	defamation,hate
कोलकाता का यह दृश्य, ये बांग्लादेश रिफ्यूजी हैं, उनके पास कोई नागरिकता नहीं है, अगर वे नागरिकता के बिना भी ऐसा करने का साहस करते हैं तो उन्हें नागरिकता देने के बाद क्या होगा, भगवान बचाए।	fake
सम्पूर्ण विश्व में कहीं भी खुदाई हो, सनातन धर्म के देवी देवताओं की ही मूर्तियां निकलती हैं। अभी वियतनाम में भी खुदाई के दौरान वीं शताब्दी के अखंड बलुआ पत्थर का बना शिवलिंग मिला है। हर हर महादेव अयोध्या में बौद्ध स्मारक बनाने की मांग करने वाले यहां पर अपना दावा कब ठोकेंगे	defamation,hate,offensive
अमिताभ बच्चन कोरोना पॉजिटिव होने के बाद नानावती हॉस्पिटल में भर्ती हुए,उन्होंने वहां से लोगों को सकारात्मक रहने का संदेश दिया।स्वास्थ्य कर्मियों और डॉक्टरों को भगवान का रूप बताया।	fake
उत्तरप्रदेश के कानपुर में भाजपा नेता विकास दुबे नामक आतंकवादी ने पुलिसकर्मियों की निर्मम हत्या कर दिया हत्या करने वाले विकास दुबे योगीजी के बेहद क़रीबी बताया जा रहा है क्या उन पुलिसकर्मियों को योगी सरकार की गुंडाराज में इंसाफ मिलेगा 	fake
   आतंकियों को कार मे घुमाने वाला DSP दिन मे भी डायरी पेश ना हो पाने के कारण जमानत पर है और गोदी मीडिया ने जनता को रिया और…	offensive
चीन को खैरात में दी जमीन वापस आती देख आज लेहड़ू जिंदा होते तो फिर से मर जाते।	offensive
इस देश में रेल्वे स्टेशन में भाजपा ने कितने बनाए फिर निजीकरण क्यों ोगीजीनहीचाहियेसंविदा	hate
न्यूजीलैंड में आखिरी कोरोना मरीज के ठीक होने के बाद कोरोना वॉर्ड बंद कर दिया गया।	fake
केजरीवाल ने शाहीन बाग एंटी सीएए प्रदर्शनकारियों को बिरयानी दी बीजेपी और आरएसएस इसके लिए भुगतान करते हैं। और केजरीवाल के साथ बिरयानी को लेकर लड़ाई करते हैं। पानी को लेकर केजरीवाल ने की बात भाजपा गोमूत्र की बात करती है। खुद के लिए जज कांग्रेस का समर्थन करें	defamation
एक आदमी  हे भगवान दंगा करने वाले लोगों को हिंदू कर दे, राहगीर  ये क्या बक रहा है बे तु, आदमी  मैं पत्रकार हूं जनाब काम धंधे में बरकत की दुआ मांग रहा हूँ।	defamation
दूसरे धर्म के लोगो की कत्ल करने की बात करने वाली किताब को, UN प्रतिबंधित कयु नही करता	hate
राजस्थान में भीलवाड़ा के एक छोटे से गांव में बच्चे की बलि देकर निकाली गयी यात्रा ।	fake
दिन से ऊपर हो गए सुशांत सिंह की आत्महत्या को खबर चलाते हुए अंत में सुशांत सिंह ड्रग्स लेने वाला साबित कर दीया मरने के बाद उसे अपराधी बना दी हत्या आत्महत्या की जांच हो रही थी अचानक ड्रग्स की जांच होने लगी	defamation
पुलवामा मे आंतकवादी हमले के CCTV वीडियो… ये वीडियो सामने आया है  पुलवामा हमले का सीसीटीवी फ़ुटेज सामने आया	fake
तूने जो ना कहा, मैं वो सुनता रहा ख़ामख़ा बेवजह, ख्वाब बुनता रहा	defamation,offensive
भारत के प्रधानमंत्री श्री नरेन्द्र मोदी जी कुम्भ मेले मे डूबकी लगाते हुए..	fake
समाज का नुकसान बुरे लोगों से नहीं.... बल्कि.... अच्छे लोंगो के चुप  रहने से होता हैं l	offensive
मोदीजी ने Economy बर्बाद की है तो कुछ सोच समझकर ही कि होगी	defamation,offensive
मई को, श्री राहुल गांधी ने दिल्ली के सुखदेव विहार फ्लाईओवर पर प्रवासी मजदूरों के एक समूह से मुलाकात की। उन्होंने प्रवासी कामगारों के साथ बातचीत की और उनसे उनकी राहत और समस्याओं के बारे में पूछताछ की। ाहुलगांधीमजदूरोंकेसाथ	fake
केंद्र सरकार और सुप्रीमकोर्ट अभिव्यक्ति की आज़ादी की सीमा तय करे.. हम रोज रोज अपने आराध्य पर गंदी शब्दावली बर्दास्त नही करेंगे हम पुरा पाषाण काल मे नही जी रहे, हम भी प्रतिकार स्वरूप उनकी माँ बहन एक कर देंगे. रndtv जैसे फिर चाहे जितना चिल्लाओ हमारे से ीरखानपेNSAलगाओ	hate
गज की दूरी की बात कर रहा है हजारों की संख्या में लोग इकट्ठे लाइन में खड़े हैं खड़े होने के बाद भी काम नहीं हो रही बीमारी के चपेट में लोग नहीं आ रहे हैं गरीब है इनको मरने के लिए छोड़ दो	hate
यह कमीना आज राज्यसभा में सभापति का जो अपमान किया है उसके लिये इसे इसकी सदस्यता से न सिर्फ़ निष्कासित किया जाये बल्कि इसे ज़िंदगी में किसी भी चुनाव लड़ने पर पाबंदी लगा देना चाहिए ।	offensive
सपना तो कोई भी देख सकता है चाहे कोई भी जाति या समुदाय हो देश के भविष्य के साथ अन्याय क्यों िक्षामेंआरक्षणक्यों	hate
लेख में बताया गया है कि कैसे एक चीनी शोधकर्ता द्वारा संयुक्त राज्य अमेरिका को एक खतरनाक बायोवेपन बेचने की एक विस्तृत योजना ग़लत हो गई। बायोवेपन को शुरू में हांगकांग के विरोध प्रदर्शनों को हटाने के इरादे से बनाया गया था। लेख में आगे बताया गया है कि बायो एजेंट ग़लती से वुहान जंगली पशु बाजार के पास लीक हो गया, क्योंकि चीनी अधिकारियों ने कथित रूप से इस सौदे को रोकने की कोशिश की थी।	fake
जो सरकारी कंपनियां मोदी बेचते हैं उसे अडानी अंबानी खरीदते हैं या अडानी अंबानी जो कंपनियां चाहते हैं उसे मोदी बेचते हैं	hate
इस तथ्य से निराश होकर कि पाकिस्तान की सेना ने यह भी महसूस नहीं किया कि भारतीय सेना ने कितनी चालाकी और साहस से पाकिस्तान में प्रवेश किया और आतंकवादियों को मार गिराया, इमरान खान ने फिल्म को कर मुक्त कर दिया है ताकि पाकिस्तानी भारतीय सेना की भविष्य की योजनाओं को समझ सकें और उनके विस्तार का अनुमान लगा सकें। पाकिस्तान के पीएम इमरान खान ने घोषणा की कि फिल्म को कर मुक्त बनाया जाएगा और पाकिस्तान की सेनाओं को पहले दिन ही इसे देखना होगा। पाकिस्तान सेना के जनरल ने भी पाकिस्तान सेना के प्रमुख अधिकारियों से फिल्म से सीखने की दस पेज की विस्तृत रिपोर्ट प्रस्तुत करने को कहा है। उरी को पाकिस्तान में टैक्स फ्री कर दिया गया	fake
शिशुपाल बैठ जा, मौलाना बैठ जा, बैठ और सुन तु कितना भी चिल्लायेगा मंदिर वही बनेगा, घोड़े खोल ले, मंदिर वही बनेगा। ये किस महान पुरुष के शब्द हैं। 	hate
यादरखो थप्पड़ तो महात्मा गांधी को भी मारा गया था परंतु वह एक महिला थी महात्मा गांधी ने उनकी इज्जत के साथ दूसरा गाल दिखाया था परंतु यहां थप्पड़ बाजी राजनीतिक घटियापन के वजह से हो रही है इसलिए मारने वाले का हाथ तोड़ दो ताकि थप्पड़ मारने वालों को सबक मिले किसी के बहकावे में ना आएं	hate,offensive
असम, बिहार और यूपी के कई क्षेत्रों में आई बाढ़ से जनजीवन अस्त व्यस्त है। लाखों लोगों पर संकट के बादल छाए हुए हैं। बाढ़ से प्रभावित लोगों की मदद के लिए हम तत्पर हैं। मैं कांग्रेस कार्यकर्ताओं व नेताओं से अपील करती हूं कि प्रभावित लोगों की मदद करने का हर संभव प्रयास करें।	fake
मेटाडाटा के स्क्रीन शॉट से दावा की वीडियो को घटना के समय से पहले रिकॉर्ड किया गया है	fake
चाइना मे लोग बसें भर भर कर नमाज पढ़ने आ रहे हैं और झुंड के झुंड इस्लाम कुबूल कर रहे हैं। अलहम्दुलिल्लाह बस नाम रहेगा अल्लाह का जो हाज़िर भी है नाज़िर भी है	fake
आमजनता जिनको सभी नहीं कुछ लोग हीरो हीरोइनें समझते थे कमिने चरसी निकले थाली गया भांड मैं बड़े बुजुर्ग ने कहा है एक मछली पुरे तालाब को गंदा कर देती हैं, बॉलीवुड बदनाम हुआ कुछ कमिने और कुछ कमीनी के कारण, कितना भी अच्छा अंकटिग कर लो चरसी लोग, आमजनता के नज़रो से गीर गए हो,दम मारो दम	defamation,offensive
सुशांत केस में अभी तक कोई गिरफ्तारी नहीं हुई कही ऐसा न हो कि यहां जांच चलती रहे और वहाँ मुख्य गुनाहगार प्यादों को गायब कर दे। सबूत तो गायब कर ही दिए है। ंदीपसिंह की तो अभी तक जांच ही नहीं हुई	fake
