text	multi_label
तस्वीर बाबरी हॉस्पिटल का ब्लू प्रिंट दिखाती है	fake
हाल ही में एक हिन्दू महिला को एक कश्मीरी मुस्लिम लड़की को सहरी खिलाने पर आरएसएस के गुंडों ने पीटा भारत आरएसएस के कब्जे में है उनका मीडिया, लॉ एनफोर्समेंट, जुडिशरी और राष्ट्रिय सुरक्षा पर पूरा नियंत्रण है क्या यह देश स्थिर रहेगा यदि ऐसा ही चलता रहा तो	fake
में हुई ोड़फोड़ के बाद ्ल्स हॉस्टल में िखरा हुआ ामान ्य हैं यहां की स्टूडेंट। बहुत दुख हुआ इन लोगों की बुक्स देखकर सब फट गई है।	defamation,offensive
हिंदुस्तान में  जज भ्रष्ट जस्टिस काटजू हिंदुस्तान में पूरी व्यवस्था भ्रष्ट और नष्ट हो चुकी है क्रांति की जरूरत जस्टिस काटजू न्यायालय से न्याय की उम्मीद मूर्ख लोग करते हैं जस्टिस काटजू भारत के संतरी से लेकर मंत्री तक भ्रष्ट जस्टिस काटजू देश में क्रांति की जरूरत	defamation
ये साला टिकट ब्लैकिया इतनी हिम्मत लाता कहाँ से है	offensive
   कंगना का सपोर्ट करने वाली मीडिया से उम्मीद है कि जब झुग्गियों को तोड़ने के लिए JCB आएगी तब उसका भी विरोध करेगी…	offensive
कर्नाटक BJP के C.M के मंच से ही जब गुरु जी ने CAA का विरोध किया तो CM साहब भड़क उठे  ऐसी बे इज्जती आपने कभी नही देखी होगी दलाल मीडिया के चाटूकार पत्रकारो ने एक बार भी नही चलाया करो तो ज़रा फेमस गुरू जी को	offensive
इस तस्वीर में जो आलीशान सोहफे और विश्वस्तरीय इंटीरियर डिजाइन हैं यह किसी का ड्राइंग रूम नहीं है यह देश के प्रधानमंत्री के लिए खरीदा गया बोइंग वीवीआइपी एयरक्राफ्ट है ,इसकी सज धज और शानो शौकत से आप अंदाजा लगा सकते हैं अपने आप को जनता का सेवक और चौकीदार कहने वाला कितना विलासिता पूर्ण जीवन जीने का आदी हो चुका है।और यह विश्वस्तरीय सुविधाओं से लैस एयरक्राफ्ट अगस्त या सितंबर माह में भारत आ जाएगा बस फिर मोदी जी के विदेश दौरे चालू। ऐसी तमाम आधुनिक सुविधा व्यवस्थाओं से लैस ऐसे बोइंग वीवीआइपी एयरक्राफ्ट खरीदे जा रहे हैं जिनकी कीमत लगभग करोड़ रूपया है भारतीयों तुम जिओ फकीरी में और चौकीदार जियेगा शानोशौकत में यह सत्य है प्रधानमंत्री बनने से पहले कितना घड़ियाल की आंसू बहाया था मोदी साहब ने पूरा राष्ट्र को झूठे सपनों में भर्मित करवाया था साहब ने अब देखो हकीकत क्या था किस लिए गुमराह कर रहा था,, लाख की सूट पहन खुद को फकीर बताता है जापान का खाना और पीना उपयोग करने वाले खुद को भिखारी बताता है जागोभारत जागो।।	fake
छात्रा वीं क्लास में पढ़ती थी, प्रैक्टिकल परीक्षा देने के लिए स्कूल गई हुई थी, परीक्षा देकर स्कूल से लौट ही रही थी, तभी स्कूल के बाहर घात लगाए बैठे एक मुसलमान युवक ने जिसकी उम्र लगभग से साल बताई जा रही है, तेजी से तलवार लेकर आया, और छात्रा के गर्दन पर वार कर दिया।मुस्लिम युवक ने तलवार से वार कर हिंदू लडकी पूजा,पुत्री शंकर लाल कोतमा अनूपगढ मध्य प्रदेश की हत्या इसलिये कर दी क्योंकि उसने उसके तथाकथित लव जेहादी प्यार को नकार दिया था ,हम हिंदू इस देश मे कितने लाचार हैं। ऒर कितने सुरक्षित हैं इन जेहादियो के आगे । खून खोलता है मेरा ऐसे मै	fake
कंगना राणावत ने मुम्बई की तुलना POK से की है, क्या अब उनके खिलाफ देशद्रोही का मुकदमा दर्ज होगा  क्या कंगना जेल जायेंगी  या फिर जाति और धर्म के हिसाब से उन्हें बख्श दिया जायेगा 	defamation
यदि दुकान की दूरी किमी तक है तो पैदल जाना होगा।	fake
भारत सरकार खेतों में यूरिया के उपयोग पर प्रतिबंध लगाने जा रही है। खेती में अब यूरिया का उपयोग बंद करेगी सरकार	fake
कितना भी चीख ले महेश भट्ट तेरे कुकर्मो की सज़ा तेरी बेटी को मिलनी ही है तू जितना चीखेगा  सुशांत के चाहने वालों को उतना सुकून मिलेगा , अभी ट्रेलर पे ये हाल है तो सोच फ़िल्म के रिलीज पर क्या होगा   SSR वालों 	fake
   उद्धव ठाकरे की BMC सेना का POK में घुसकर धमाका आतँकवादी संगठनों के कई बंकर तबाह किए संघी आतंकवादियों समेत पूरे लश्करएनोए…	hate
हमारे पुर्खो ने साल तक राज किया ये कहते हुए Abdul पंचेर बना ने चला गया 	defamation
कांग्रेसी चमचे  राहुल गांधी हर मुद्दे पर मोदी जी से हार क्यों जाते हैं  शाम पित्रोदा  हुआ तो हुआ 	hate
चंद्रयान मिशन सक्सेस होने ही वाला था कि मोदी जी ने वहां जाकर डिस्टर्ब कर दिया था जिसके कारण वैज्ञानिकों के महीनों की मेहनत बेकार हो गई थी	defamation,hate,offensive
न भक्ति न श्रद्धा न ज्ञान  ईवेन्ट,मैनेजमेन्ट और अपना बखान  चप्पल जूते पहन कर कौन जाता है मंदिरों में जी	defamation
पब्जी गेम पर जितना जल्द हो सरकार करवाई करें यह बच्चे को जिंदगी से खिलवाड़ हो रही है पब्जी को बैन. करो आने वाली पीढ़ी को जिंदा रहने दो	hate
कश्मीर में तो नहीं है अभी वीडियो की तस्वीर से तो ऐसे ही लग रही है थोड़ा कष्ट करके लदाख पहुंच जाइए जानकारी पूरी मिल जाएगी आंखों देखी हाल पता चल जाएगी गद्दारों की असली तस्वीर देखने को मिल जाएगी	hate
दिल्ली के मुख्यमंत्री जी के प्रति दीवानगी ऐसी की आज भारत और पाकिस्तान के विश्व कप मैच में लगे नारे, जीतेगा भाई जीतेगा केजरीवाल जीतेगा ...	fake
   पिछले वर्षों ने यह सिद्ध कर दिया कि कांग्रेस कोई राजनैतिक दल नही.... एक छुपा हुआ इस्लामिक संगठन है....	hate,offensive
कँगना की दीवार गिराना लोकतंत्र पर हमला हैं... अरे कु७त्तो गुजरात में गरीबो के घर के आगे दीवार बना कर कौन सा लोकतंत्र सुरक्षित हुआ था ।।	hate
   आज एक इलेक्ट्रिक की दूकान में गया और बोला एक राहुल दे दो उसने तुरन्त एक ट्यूबलाइट दे दिया,आजकल प्रचार होते देर नही लगती…	defamation
मैं किसानो की बात करता हूँ और बहुत सी चीज़ें कही जा सकती हैं... ठहरिये भइआ बोलने दीजिये	fake
नहीं भूलेंगे भाई, मैं मोदी का कट्टर समर्थक हुआ करता था, लेकिन इन दिनों साला इतना दिमाग घूम गया है कि बस मोदी के नाम से ही नफरत होने लग गई, मां कसम	offensive
उन्नाव रेप कांड के दोषी भाजपा विधायक कुलदीप सिंह सेंगर को हाई कोर्ट से मिली जमानत। अब सवाल यह उठता है कि जिस जज ने जमानत दिया है, अगर पीड़िता उसी जज की बेटी होती, तो भी वह जज जमानत दे देता क्या लानत है ऐसे जजों पर। वह जज नहीं बल्कि जज के भेष में छुपा हुआ भेड़िया है।	defamation,hate,offensive
यह राहुल ईश्वर कमीना कब से rightist से leftists हो गया लगता है रवी श्रीवास्तव ओर सुमन्त रामन का असर आ गया है 	offensive
अब यूपीबिहार के लोगों को दिल्ली से भी भगा देना चाहिए रमेश बिधूड़ी भाजपा सांसद रमेश बिधुरी ने कहा अब यूपीबिहार के लोगों को दिल्ली से भी भगा देना चाहिए	fake
यह वीडियो हाल ही में दुर्घटनाग्रस्त हुए इथियोपियन एयरलाइंस का है। बूम ने पाया कि वायरल वीडियो से है और अफ़ग़ानिस्तान में दुर्घटनाग्रस्त दुबई के एक कार्गो मालवाहक विमान को दिखाता है, ना कि इथियोपियाई यात्री विमान को जो हाल ही में क्रैश हुआ था। इस विमान में सवार सभी यात्रियों की मौत हो गई थी। हाल ही में हुए इथियोपियन एयरलाइंस के क्रैश का वीडियो	fake
भाईजान का बेटा है.... नाले के पानी से फल धोकर स्वच्छ पानी की बचत कर रहा है । हिन्दुओं, नवरात्र के उपवास में इस महान राष्ट्रभक्त पर्यावरणप्रेमी से ही फल खरीदना । जय मातादी 	fake
   एक एंकर आकर कहता है कि एक विशेष समुदाय यूपीएससी में घुसपैठ कर रहा है क्या इससे ज़्यादा घातक कोई बात हो सकती है  ऐसे…	offensive
मैं निजीकरण के साथ हूं... क्योंकि भारत में  Govt. कर्मचारी काम न करने की सैलरी लेते हैं ,और काम करने की रिश्वत लेते हैं 	offensive
माननीय राज्यसभा सांसद श्री रंजन गोगोई जी को कोरोना संक्रमित होने का समाचार प्राप्त हुआ। मैं, विश्व विधाता भगवान श्रीराम से उनके स्वास्थ्य लाभ की प्रार्थना करती हूँ।	fake
शांतिपूर्ण प्रोटेस्ट, सच में बोल दो ये भी दिल्ली पुलिस का ही करा धरा है।	fake
नशे में धुत, फर्जी राष्ट्रवादी, केजरीवाल किसी काम के नहीं। भविष्य में मतदान करते समय सावधान रहें, दिल्ली दिल्ली के मुख्यमंत्री अरविंद केजरीवाल को फेसबुक लाइव वीडियो रिकॉर्ड करने के दौरान नशे में धुत और लड़खड़ा कर बोले हुए दिखाए जाने वाला वीडियो फर्जी है।	fake
मन की बात रेडियो ऐड्रेस में कहा की एक करोड़ कोविड19 मरीज़ों का मुफ़्त इलाज किया जा चूका है 	fake
बांद्रा में जामा मस्जिद के बाहर इतनी बड़ी संख्या में लोगों का इकट्ठा चिंता की बात है. इन्हें किसने बुलाया अगर ये लोग घर वापस जाने के लिए ट्रेन पकड़ने के लिए आए थे तो उनके हाथों में सामान क्यों नहीं था	fake
मुंबई में डॉक्टर मनीषा पाटिल की कोरोना पेशेंट का इलाज करने के बाद मौत हो गई। वे खुद को ही नहीं बचा सकीं	fake
कल के आये कुछ आईटी सेल के लोग योगी जी के विरोध में उतरे हैं। मैदान में आप किन के साथ है यह आपको सोचना है।	defamation,offensive
ये वही कमीना है जो कभी थिएटर के बाहर पिक्चर की टिकट ब्लेक किया करता था।	defamation,fake,offensive
ुरी जगन्नाथ धाम से Km की दूरी पर Kanas के पास साहूपद गांव में हजारों वर्ष पुराना शिवलिंग का मिलना कौतूहल का विषय बन गया खेत जोतने वाले एक किसान ने यह खोज की है...हो सकता है कि हजारों साल पहले यह स्थान पूजा स्थल भी रहा हो	fake
जल्द ही “पबजी जी” की जगह “साहबजी” गेम आऐगा, इसे सिर्फ़ “ अंधभक्त ” खेल सकेंगे	offensive
यही तो खूबसूरती है अपने देश की... उधर बनारस के पंडित जी मस्जिद निर्माण के लिए सोने की ईंट दे रहे है और यहां अब्दुल बम से मंदिर उड़ाने की साजिश रच रहा था 	hate
होंडा दिवाली के मौके पर एक्टिवा जी स्कूटर मुफ़्त में दे रही है ।	fake
यदि सरकार मस्जिद में नमाज के लिए पांच लोगों से ज्यादा के जाने पर प्रतबंध लगाती है तो लोग अपनी जान देने के लिए भी तैयार हैं।	fake
इस तस्वीर में जो आलीशान सोहफे और विश्वस्तरीय इंटीरियर डिजाइन हैं यह किसी का ड्राइंग रूम नहीं है यह देश के ्रधानमंत्री के लिए खरीदा गया बोइंग वीवीआइपी एयरक्राफ्ट है ।अपने आप को जनता का सेवक और चौकीदार कहने वाला कितना विलासिता पूर्ण जीवन जीने का आदी हो चुका है ।	fake
ंसद में सवाल नहीं पूछें जा सकते तो फिर सड़के किस लिये हैं ार के हर ेता और अफसर को चौराहे पर घेर कर सवाल पूंछो	hate
देश की सरकारी कंपनी बीएसएनएल को नुकसान पहुंचा कर जिओ एयरटेल को लाख करोड़ की फैदा पहुंचाई गई यदि साल पहले बीएसएनल को G की होती तो यह पांच लाख करोड़ भारत की तिजोरी में होती भारत के तिजोरी से जनता की सुविधा के लिए खर्च होती जो भ्रष्टाचार की भेंट चढ़ गई देश के गद्दार को पहचाने	hate
साले ज्ञानी बाबा को जेल जाना चाहिए और इसके सपोर्ट को भी साला गंजे बज ड्रग लेने बल कमीना	offensive
सियाचिन ग्लेशियर में तैनात भारतीय सैनिक  यहाँ तापमान माइनस डिग्री सेल्सियस होता है 	fake
कुछ शायरी हमारे पप्पू के नाम नाव लगभग डूब चुकी मुश्किल फ्यूचर में जीतना बचा कांग्रेस के हाथ, पप्पू के लिए ताली पीटना ोदीहैतोमुमकिनहै	defamation
देश का किसान क्या चाहता है ये किसान खुद ही जानते है तुझ जैसे नीच कमिना जो सता के लालच में दिल्ली दंगा और थप्पड़ भी खा सकता है वो किसान की बात ना करे तो ही अच्छा है AAP तो सरकार के हर बिल का विरोध ही किया है , तलाक CAA Yanha to के राम मंदिर का फैसला कोर्ट ने किया इसका भी	hate
साही बोल रही हो आलिया ठरकी हवसी तेरा बाप के बारे में दुनिया जानती है tera बाप कितना बड़ा कमीना hai	hate,offensive
जिस सोशल प्लेटफार्म के जरिये बीजेपी सत्ता में आयी और झूठ की बातों को प्रचार किया उसी प्लेटफार्म पर आजकल साहब को dislike मिल रहे है वो भी बल्क में। समय फिरता है मालिक।	hate
अर्नब गोस्वामी से पत्रकारिता जगत को उतना ही फायदा होता है जितना मुख्तार अब्बास नकवी से मुसलमानों का.	hate,offensive
यह केरल का मोइनुद्दीन है । उन्होंने में जेएनयू में प्रवेश लिया । यदि सालदर साल उन्होंने बीए, एमए, एमफिल और फ़ीर पीएचडी में दाखिला लिया, तो उन्हें में जेएनयू छोड़ देना चाहिए था और काम करना शुरू कर देना चाहिए था ।	fake
क्या इसलिए nd wks  किसी को लगता है.. कि दिल्ली पुलिस अपना काम कर रही है ..तो वो अपनी गलतफहमी इस वीडियो को देख कर दूर कर ले..... Question the ones who r b questioned. Media do your job. ।	fake
हिंदुस्तान के अंदर हिंदुओं का ही धर्मपरिवर्तन हिंदू बेटियों के साथ लवजिहाद हिंदू परिवारों का पलायन हिंदू देवी देवताओं को गालियां हिंदुओं की संस्कृति के साथ खिलवाड़ आखिर ऐसा कब तक चलेगा  	hate
ठरकी साला.... चल अब फ़िल्म बना इस पर	offensive
पड़ोसी आपके बेटे की अचानक शादी कैसे टूट गयी.. पिता  किसी कमीने ने अफवाह फैला दी कि वो कांग्रेसी है	offensive
मुंबई में लगे ाकिस्तान िंदाबाद के नारे.. ठाकरे सरकार मे ा पार्टी के कोटे के मंत्री ्बूआज़मी के सामने लगते रहे पाकिस्तान जिंदाबाद के नारे  माननीय महोदय जी अनुरोध है इन पाकिस्तान प्रेमियों, गद्दार देशद्रोहियों को बुरी तरह देश के बाहर खदेड़ा जाए..	hate
गुंडा गर्दी का आलम ये है की अब राज्यसभा को भी नहीं छोड़ा जा रहा हैं. पाप पार्टी के लीडर किस दोगले को रखा हैं रे केजु साला कुकुर को गांड मे पेट्रोल डाल देना चाहिए.. ाप पार्टी	defamation,offensive
हुक्का पीने की जांच अस्थाना कर रही है जिस पर भ्रष्टाचार के आरोप लगी थी सीबीआई ऑफिस में ताला जरी गई थी रात में ड्रामा हुई थी मोदी के मित्र होने के कारण बच गई	fake
मोदीजी और जब सारा देश सेना के साथ खडी है, पर दो सयाने विदेश मे पडे है इसलिए बोलते हैं विदेशी मां का बेटा कभी देशभक्त नहीं हो सकता	hate
भारतीय सेना नेपाल में एयर स्ट्राइक करने जा रही थी। लेकिन, नेपाल की सेना ने विमान को ध्वस्त कर दिया।	fake
सबसे बड़ा कमीना नॉटी भड़वा सूजे मु वाला	offensive
पवन जी एक व्यक्ति रोज झूठ बोलता था और सब लोगों को पता चल गया कि झूठ बोलता है और वह नेक्स्ट दिन जब बोल रहा था तब वह बात सच थी लेकिन लोगों ने यही माना कि यह साला झूठ बोल रहा इसीलिए कांग्रेस का कोई वर्चस्व खत्म हो गया अब आप लोग इमली के पेड़ के नीचे आराम करो	fake,offensive
मुंबई में लगे पाकिस्तान जिंदाबाद के नारे वह भी मंत्री जी के सामने	hate
बिहार चुनाव में प्रचार करेंगी कंगना रनौतस्कूल कॉलेज रहेंगे बंद	fake
पश्चिम बंगाल में शरिया कानून के तहत लोगों पे हो रहे अत्याचार ज्यादातर बांग्लादेशी रोहिंग्या मुसलमान बहुल क्षेत्रों रहे हिन्दुओं पर अत्याचार पर कोई सुनने वाला नहीं है ।सेक्युलरीझम के कीड़े कहाँ हो, कहाँ है भारत का संविधान ।	fake
यही नसीहत अगर आप नसीरुद्दीन शाह, मुनव्वर राना, आमिर खान, जावेद अख्तर को देते तो हमें बहुत ख़ुशी होती	offensive
   कोई भक्तों का नेटपैक रिचार्ज करवाओ.  अभी तक किसी ने भी गिरती अर्थव्यवस्था के फायदे नही गिनाये.  Follow  …	hate
   रिया जेल गयी इसमें कौन सी बड़ी बात है संजीव भट्ट भी जेल में हैं प्रज्ञा संसद में है नीरव मोदी विदेश में है मोड़ी स…	offensive
अर्पित का छोटा है। वाया  पड़ोस वाली कुतिया	defamation,offensive
बिहार में धर्म खतरे में है जल्दी चलो सभी अंधभक्त	hate
बिल्कुल गलत दिशा में भटक रहे कुछ कीजिए वह आपकी पार्टी को भटका रही है उसी में भटक रहे हैं बिहार में पिछले साल में घोटाले पार्टी के बड़े लीडर प्रचार करें हर रोज प्रेस कॉन्फ्रेंस कर हर घोटाले पर जिक्र कीजिए बिहार में उस पर सवाल कीजिए हर दिन उसको जवाब देने पर मजबूर कीजिए	defamation
स्कूल की किताबों पर टैक्स लगाने वाला पहला देश बना भारत  अनपढ़ रहेगा इंडिया तभी तो अंध भक्त बनेगा इंडिया 	fake
इन कुत्तो को कभी जनता के हवाले कर दीजिए देखिये इनकी औकात दिखती है या नही... साला भेड़िया....	offensive
गर्भवती हथनी की अंतिम विदाई की तस्वीर.. श्रधांजलि.	fake
बहुत बड़ा कमीना है तु , इतना गली कैसे हज़म कर लेता तु चमड़े कितना मोटा है तेरा. कु दिन भर भौकते रहता हैहै तु राहुल गांडू के चमचे होने पर तुझे सरम नही अता कहाँ से मिला तुझे जाहिल वाला सर्टिफिकेट	hate,offensive
ये तुम्हारे धर्म को कुछ भी कहे तुम्हे इनके धर्म का सम्मान करना ही होगा नहीं करोगे तो युद्ध के लिए तैयार रहो हिंदुओं जातियों में बंटना छोड़ युद्ध की तैयारी करो क्योंकि हम भी हिन्दू धर्म का अपमान नहीं सहेंगे	hate
उद्दव ने राहुल को दिया चेलेन्ज। में अपनी पार्टी को तेरी पार्टी से भी आगे लेके जाऊंगा।	hate
नमस्ते, बैंगलोर में हर किसी से विनम्र निवेदन कि आप आज रात बजे के बाद कल सुबह बजे तक अपने घर से बाहर न निकलें। कोविड19 को मारने के लिए हवा में दवा का छिड़काव किया जाएगा। इस जानकारी को बेंगलुरु में अपने सभी दोस्तों, रिश्तेदारों और अपने परिवारों से शेयर करें… धन्यवाद	fake
नागपुर के बस स्टैंड पर पकड़े गए आतंकवादियों का वीडियो है।	fake
कोरोना ने तोडी मेरी धर्म में आस्था  मोहन भागवत रा.स्व.संघ के पू.सरसंघचालक जी के नाम पर सोशल मीडिया में एक फेक न्यूज़ चल रही है। पू.सरसंघचालक जी ने ऐसा कोई वक्तव्य नहीं दिया है। यह समाज तोड़ने वाली शक्तियों का अपने लक्ष्यों की प्राप्ति के लिए समाज में अनास्था, अराजकता और समाज विघटन के प्रयास का एक षड्यंत्र है।	fake
ब्रेकिंग न्यूज़ रूस की सड़कों पर से अधिक शेर छोड़े गए ताकि यह सुनिश्चित किया जा सके कि लोग इस महामारी के प्रकोप के दौरान घर के अंदर रह रहे हैं। व्लादिमीर पुतिन ने लोगों को घर के अंदर रहने के लिए लगभग शेरों को छोड़ा।	fake
केंद्र सरकार ने लॉकडाउन के दौरान लोगों की नौकरी बचाने या नौकरी देने के लिए जो शानदार कदम उठाए हैं, उन कदमों के बारे में जानने के लिए इस ट्वीट के रिप्लाई में विश्वगुरु लिखिए. आपको सरकार के उठाए कदमों की एक लंबी लिस्ट दिखने लगेगी.	hate
कोरोनावायरस की अपार सफलता के बाद देश में कंगनावायरस ने दस्तक दे दी है कितने लोग मानते हैं	defamation,offensive
मै भाजपा का कार्यकर्ता नहीं हूं,लेकिन फिर भी मोदी जी मेरा मान है,योगी जी सम्मान है,और अमित जी अभिमान है,और मै अपने मान, सम्मान,अभिमान को कभी झुकने नहीं दूंगा।	hate
