text	multi_label
क्या शर्म की बात है तो तो सबसे बड़ी अनिश्चितता है कुरित दलाली शुरू की है Apne टिकट के लिए ..।।. देखना है कि जब कब तक दलाली करता है .. घिनोना में तेरा नैक्टर है	defamation,fake,hate,offensive
चीन को जवाब देने के लिए आदरणीय मोदी जी है ..कांग्रेसियों पहले अपने G23 को सम्भालो और अपना अध्यक्ष नियुक्त करने की “कूटनीति” करो समझें	defamation
रोजगार छात्र को रोजगार दे दो। तुम से कोई राशन फ्री में नहीं लेगा। लाख करोड़ का घोषणा करते हो। घोषणा करने की कोई जरूरत नहीं पड़ेगी। तुम बस बेरोजगार छात्र को रोजगार दे दो बस।आत्मनिर्भर हम पहले से है	hate
   अंधभक्त और करोना के मरीज से बहस ना करे... क्योंकि हमें बीमारी से लडना है बीमार से नहीं 	defamation
ये ऐसा छोटे बच्चो के साथ करते है, खिलौना तोडा तो अगली बार ला के नहीं देंगे। ये तो पढ़ा लिखा है ना। उठा के बाहर फेंक देना चाहिए साले को	hate
यह मूर्खों का एक समूह है, जिसने भारत को बर्बाद और बर्बाद कर दिया है, केवल एक सियार को मारना जानता है, यह अपने नागरिक पर बंदूक चलाता है और इसे तलवार से डराकर चुप रहता है।	offensive
नाम तो पता है लेकिन इस देशद्रोही का नाम लेना पाप हैं  कमिनी	hate,offensive
फिलहाल क्या किसी का एक झांठ उखाड़ लेगा तू अबे साले फस गया फिर भी तेरे अभी बदतमीजी बंद नहीं हो रही है तेरी गांड में तेल लगाकर पुलिस डंडा डालेगी तब तेरी भाषा सही होगी कुत्ता साले माफी मांगने के लिए कह रहा हूं साले उस पर तुम्हारा दिमाग नहीं जा रहा है जिससे तुम्हारी जिंदगी बच जाए	hate,offensive
त्वरित सहायता हेतु कृपया डायल करें, आवश्यक कार्यवाही हेतु कोसूचित किया गया l	non-hostile
जर्मनी में यह बच्चा तीन आँखों वाला पैदा हुआ है । यह अजूबा देखकर दुनिया हैरान है।इस महामारी में यह बच्चा कहीं भगवान का रूप तो नहीं हैं 	fake
 LAC पर बढ़ा तनाव चीन से निपटने के लिए एक्शन मोड़ में डोभाल और राजनाथ	hate
मिंटो ब्रिज से जलभराव निकाल दिया गया है। आज सुबह से ही मैं एजेंसियों के संपर्क में था और वहां से पानी हटाने की प्रक्रिया मॉनिटर कर रहा था। दिल्ली में ऐसे और भी स्थानों पर हम नजर रखे हुए हैं। जहाँ भी पानी इकट्ठा हुआ है उसे तुरंत पम्प किया जा रहा हैं।	non-hostile
राष्ट्रपति पद की दौड़ में पिछड़ते नजर आ रहे जीतने के लिए सबकुछ करने को तैयार हैं	non-hostile
कृपया सम्बंधित थाने पर लिखित शिकायत दर्ज कराएं, आवश्यक कार्यवाही की जाएगीl	non-hostile
कहां है वो गिद्ध जो ईद उल अजहा पर बकरे के लिए ट्रेंड करा रहे थे  उन्हें कश्मीरियों की हालत नहीं दिखाई देती  या सब की इंसानियत जानवर पर ही जागती है 	hate
प्रादेशिक समाचार हरियाणा देखिये प्रदेश से जुडी ख़बरों का लेखाजोखा, रोज़ाना शाम 30 बजे सिर्फ दूरदर्शन हिसार पर	non-hostile
भारतीय सेना द्वारा पांच चीनी सैनिकों को गोली मारने के बाद कम्युनिस्ट पार्टी के नेताओं ने दिल्ली में रैली की। बड़ा दुर्भाग्य है।	fake
पुलिस ने विरोध कर रहे छात्रों पर टिअर गैस छोड़ी… ्मीरन्यूज़ ्रीडम ्यूज़कश्मीर	fake
ये साले संजयसिंह को Police पकड़ के। इसकी गाँड लाल कर देनी चाहिये साला गुण्डा कहीका हरामी का पिल्ला	hate
सबसे बड़ी खबर भारत के लिए एक खुशी और गर्व की खबर, अमेरिका ने घोषणा की है कि फरवरी को विश्व छत्रपति दिवस, प्रसिद्ध छत्रपति शिवाजी महाराज के जन्म के रूप में मनाया जाना चाहिए। इसके लिए संयुक्त राज्य अमेरिका का विशेष धन्यवाद। इस संदेश को जितना हो सके फैलाएं।	fake
जो बिना समाचार पत्रों के प्रचार कर रहें हैं जी सरकारी हैं तो डरने की कोई बात नहीं दूसरों को भी बुलवाकर कर बताऐंगे।।	offensive
राहुल बाबा को इसीलिये तो पप्पू कहते है, चमचों देख लो आपने पप्पू के कारनामे...	hate
NSUI हिमाचल प्रदेश के कार्यकर्ताओं के द्वारा JEE की परीक्षा देने आए छात्रछात्राओं को कुल्लू व हमीरपुर जिले में कोरोना महामारी से बचाव के लिए मास्क व सैनीटाइजर बांटे गए।	offensive
भ्रष्टाचार के खिलाफ सबसे बेकार आंदोलन है। कोई भी भ्रष्टाचार विरोधी आंदोलन से डरता नहीं है। यह एक प्रकार का मनोरंजन है जो एक राजनीतिक पार्टी कभी-कभी खेल, जैसे कबड्डी मैच। हरिशंकर परसाई	hate
योगी जी का जलवा कुछ अलग ही रहता है.. UP में अगस्त तक सभी धार्मिक उत्सव और समारोह पर पूर्ण पाबन्दी रहेगी  योगी सरकार.. 29 को मुहर्रम है	defamation
भारत की जीडीपी गिर गई और अंबानी की आय बढ़ी, जिसके लिए पीएम मोदी काम कर रहे हैं	defamation
वर्षों में कांग्रेस अगर एक भी अच्छे अस्पताल वनवा ले तो, आज सोनिया गांधी को अमेरिका जाने की नौबत नहीं आती ..।	hate
पूर्व राष्ट्रपति प्रणब मुखर्जी की शव यात्रा को उनके निवास स्थान, राजाजी मार्ग से लोधी श्मशान तक ले जाया जा रहा है	non-hostile
आर एस एस बीजेपी के एजेंट छोटी मुंह बड़ी बात मरने के उम्र मैं नई प्रमोशन के एक व्यवस्था ही करवा डाली देश की सत्यानाश कर के रख दी इसने सवाल पूछती हूं देशद्रोही मत कहना	defamation
से सफर करने वाले जरा ध्यान दें, इन नियमों का पालन करना होगा जरूरी ABPGanga	non-hostile
महिला हेल्पलाइन के संचालन की प्रक्रिया को सरल एवं सुदृढ़ बनाने हेतु कैबिनेट स्तर पर लिए गए निर्णय के अनुसार नवीन व्यवस्था के अन्तर्गत महिला हेल्पलाइन को यूपी केन्द्र के साथ इन्टीग्रेट समाकलित करते हुए चलाया जा रहा है।	non-hostile
ूर्वांचलएक्सप्रेसवे परियोजना से आच्छादित क्षेत्रों के सामाजिक एवं आर्थिक विकास के साथ ही कृषि , वाणिज्य,पर्यटन तथा उद्योगों की आय को बढ़ावा मिलेगा... . .	non-hostile
एजीआर पर टेलीकॉम कंपनियों को मिली बड़ी राहत, बकाया चुकाने के लिए कोर्ट ने दिया साल का समय	non-hostile
रक्षामंत्री राजनाथ सिंह ने चीन की सेना की उकसावे वाली कार्रवाई पर उच्चस्तरीय चर्चा की	non-hostile
भारत में कहां आई विशालकाय व्हेल शार्क	non-hostile
मुख्यमंत्री श्री जी ने टोसिलिजुमैब और रेमडीसीविर इंजेक्शन को प्रदेश की मेडिकल कॉलेजों में उपलब्ध कराने का निर्णय लिया है, ताकि मरीज़ों की जीवन रक्षा की जा सके।	non-hostile
Hope you may hear about flash floods….. Now you can see live….. Two minutes flash floods at gourikund….. On the way to kedarnath yesterday….. Washed away big stones .. thats nature…	fake
जनपद खीरी के ग्राम त्रिकोलिया पढुआ थाना सम्पूर्णानगर में हुई मृत्यु के सम्बन्ध में ुलिसमहानिदेशक जोन लखनऊ द्वारा दी गई बाइट ।	non-hostile
जरूरी सामान खरीदने के दौरान यदि कोई गाड़ी से पकड़ाया तो उसकी गाड़ी को जब्त कर लिया जाएगा।	fake
. हमारी सरकार बनते ही पाकिस्तान को हज़ार करोड़ का क़र्ज़ देंगे बिना ब्याज साल के लिए। . कश्मीर पाकिस्तान को दे देना चाहिए। . मेरे पूर्वज मुस्लिम थे , मै मुसलमान हूँ । . वोट बैंक के लिए मै नकली हिंदू बना ।	fake
   वो जानवरों तक के चारे में बम मिला देते हैं आप उनसे भाईचारे की बात करते हो उनसे बड़े जाहिल तो आप हो..	offensive
दरभंगा में एम्स निर्माण का रास्ता साफ, वित्त मंत्रालय के व्यय वित्त समिति से मिली हरी झंडी	non-hostile
कई लोग सेंटर तक नहीं पहुंच पाने की बात कह रहे हैं. लेकिन सरकार ने परीक्षा लेने का फैसला कर लिया है. ऐसे में सोनू सूद ने बाढ़ प्रभावित क्षेत्रों के स्टूडेंट्स को एग्ज़ाम सेंटर्स तक पहुंचाने का ज़िम्मा उठा लिया है.	non-hostile
Explainer  JEE मेन और NEET परीक्षा के आयोजन को लेकर जमकर विरोध हो रहा है. छात्रों समेत कई राजनीतिक और बॉलीवुड हस्तियां भी परीक्षा को स्थगित करने की मांग कर रही हैं. जानिए जेईई और नीट परीक्षा को लेकर देश में इतना बवाल क्यों हो रहा है	non-hostile
 NEETJEE Exams मुंबई में परीक्षा में शामिल होने के लिए स्टूडेंट्स को रेलवे ने दी ये छूट  मंदी में भारत की अर्थव्यवस्था GDP में आई फीसदी की रिकॉर्ड गिरावट यहां पढ़िए देशदुनिया की बड़ी सुर्खियां	non-hostile
क्या सुरेश रैना का चेन्नई सुपरकिंग्स के साथ सफर खत्म हुआ मिल रहे हैं ऐसे संकेत	non-hostile
सनद रहे। पक्षपातपूर्ण पत्रकारों की गैंग को मोदीजी फूटी आंख नहीं सुहाते। न फोगट की दारू, न हसीना, न कबाब, न अय्याशी, न भड़वागिरी, न केजरीवाल वाली कमीनी सेटिंग। बेईमान पत्रकार और ईमानदार नेता, वो भी भारत में अच्छे घराने से हो, वक्त रहते सुधर जाओ। गद्दार गैंग की एक छोटी सी झलक	hate,offensive
कुल करोड़ जांचों में से, भारत ने पिछले दो सप्ताहों में करोड़ से अधिक जांचें कीं पिछले घंटों में एक मिलियन से अधिक जांचें कीं गईं राज्योंकेंद्र शासित प्रदेशों का राष्ट्रीय औसत की तुलना में बेहतर टीपीएम है	non-hostile
जनवरी में पुतिन तमिलनाडु के मदुरई में बुलटैमिंग उत्सव, जल्लीकट्टू में भाग ले सकते हैं ।	fake
कौन कहता है कि हिंदू हिंदू खतरे में नहीं है, यह सबूत है एक मुस्लिम मौलाना एक हिंदू हिंदू भगवाधारी को किडनैप करके ले जाता हुआ किसी हिंदू हिंदू को जना है तो जांग होना फिर मत कहना जगाया नहीं था मेरा काम खत्म हुआ अब मुझे तो और बहुत सारा काम करने वाला पडते अब आगे खुद जानो	hate
CBI जांच का आज वां दिन है. इस बीच सूत्रों के हवाले से खबर आ रही है कि CBI को सुशांत की हत्या के सबूत नहीं मिले हैं.	non-hostile
पश्चिम बंगाल में फिर हुई भाजपा कार्यकर्ता की हत्या, पार्टी ने हत्या का आरोप पर लगाया	non-hostile
बेरोजगारी दिवस के साथ मशाल जुलूस निकालो; अगर आप इंडिया गेट पर कैंडल मार्च निकालते हैं, सड़क पर मशाल जुलूस निकालते हैं, अपनी राज्य की राजधानी में सोशल मीडिया पर लड़ते हैं, और विरोध दर्ज कराते हैं। सांसदों को शामिल करें और राज्य के मुख्यमंत्री की घेराबंदी करें	hate
अगर दुनिया का सबसे ताकतबर प्रधानमंत्री हमारे देश में है, तो दुनिया का सबसे गिरा हुआ विपक्ष भी अपने ही देश मे ही है	defamation,hate
कूतिया क्या बक रही है	offensive
कंपनी का नाम लेकिन फोटो और देवी का नाम देवी। इन लोगों में इतनी हिम्मत है क्योंकि हिंदू कभी विरोध नहीं करते। मूर्ख हिंदू वही दोषी है जो इसका उपयोग करता है	hate,offensive
ुरी जगन्नाथ धाम से Km की दूरी पर Kanas के पास साहूपद गांव में हजारों वर्ष पुराना शिवलिंग का मिलना कौतूहल का विषय बन गया खेत जोतने वाले एक किसान ने यह खोज की है...हो सकता है कि हजारों साल पहले यह स्थान पूजा स्थल भी रहा हो	fake
महाराज जी, यदि हजारों कार्यकर्ता आपके समर्थक हैं, तो गुना ... यदि कुछ शेष समर्थकों को भी फोन करना है, तो यह और भी चौंकाने वाला है।	defamation,hate
अखिलेश यादव बोले कफील के बाद अब आजम खान को भी रिहा करो, झूठे मुकदमों में फंसाया	non-hostile
जिस प्रदेश का मुख्यमंत्री ही सुरक्षित नहीं है तो उस प्रदेश का क्या होगा	hate
पुलिस द्वारा चालान काटने के बाद मुसलमानों ने उसकी पिटाई कर दी। जो कानून के लिए एक चुनौती है। इस वीडियो में बताया गया है कि भारत में आगे क्या होगा। देश कौन चलाएगा और सभी का भविष्य क्या होगा?	hate
CCTV में रिकॉर्ड हुई चोर की चोरी, ढेर सारे सोने के सिक्के बरामद किए गए	non-hostile
देख लो आंख खोल के, देश भक्ति इंदिरा गांधी जी गलवान वैली में सैनिकों के साथ, उनकी हौसला को कम होने नही दिया. ऐसे वीर को मेरा सलाम है ेडी 	fake
जियोफाइबर दे रहा है दिनों के फ्री इंटरनेट ट्राइल, स्पीड Mbps	non-hostile
ाबसहाइजैकमामला, आरोपी तख्ती लगाकर पहुंचे थाने, आरोपी सूरज और मनोज सरेंडर करने थाना मलपुरा पहुंचे, इस मामले में आरोपी को पुलिस ने गिरफ्तार कर पहले ही भेजा जेल।	non-hostile
पकौड़ा से डर लगता है क्या खा लो अंधभक्तो का पकौड़ा भी।	offensive
मोदी जी ने तो बहुत पहले ही करने का फैसला कर चुके थे बस तुम ही नहीं समझ पाए प्रो प्लेयरो..	hate
पूर्व अंतरराष्ट्रीय खिलाड़ी, मंत्रिमंडल में मेरे सहयोगी, श्री चेतन चौहान जी के असामयिक निधन का व्यथित कर देने वाला समाचार प्राप्त हुआ। प्रभु श्री राम, श्री चौहान जी के परिजनों को इस अपार दुःख को सहने की शक्ति एवं दिवंगत आत्मा को अपने श्री चरणों में स्थान प्रदान करें। ॐ शांति	non-hostile
पूर्व राष्ट्रपति प्रणब मुखर्जी के निधन पर सात दिन के राजकीय शोक की घोषणा	non-hostile
Sudeep Birthday इंजीनियरिंग की पढ़ाई के बाद एक्टिंग की दुनिया में आए किच्चा सुदीप, जानिए और भी कई रोचक बातें	non-hostile
सुबह उठते ही पहला ट्वीट गधे का देखा साला mood off हो गया	offensive
यू़जीसी ने फर्स्ट और सेकंड ईयर के छात्रों की परीक्षा आयोजित कराने के आदेश जारी कर दिए हैं।	fake
मोदी सरकार की नासमझी नीतियों और कोरोना को नियंत्रित करने में नाकामी ने भारत को एक उदाहरण आर्थिक और स्वास्थ्य संकट में धकेल दिया।)	hate
एक मुस्लिम बुद्धिजीवी, मुसलमानों को ज्ञान देते हुए, इस भीड़ में कई लोग बैठे हैं, जिन्होंने कहा होगा कि काफिर आते हैं, मुझे उम्मीद है कि इस वीडियो को देखने के बाद, भाई के चारे में भी थोड़ा दिमाग ख़त्म हो जाएगा। आज यह वीडियो हर हिंदू तक पहुंचना चाहिए	hate,offensive
जो देश लड़ाकू विमान के चक्का तक नहीं बना पाई वह देश दूसरे देश की लड़ाकू विमान की असली नकली की पहचान कर लेती है यह न्यूज़ चैनल वाले को साइंटिस्ट बना दीजिए कहीं दो चार लड़ाकू विमान बना दें	hate
पुलिस तलाश रही थी महिला की लाश, वो निकली जिंदा	non-hostile
किसी ने हाथी बनाए, किसी ने हज हाउस बनवाया। हमारे योगी महाराज भव्य राम मंदिर जय जय श्री राम का निर्माण कर रहे हैं	defamation
डिप्टी सीएम और हेल्थ मिनिस्टर नितिन पटेल ने इसका खंडन किया	fake
नरेंद्र मोदी के परिजन ने उनके ख़िलाफ़ पुलिस में रिपोर्ट लिखवाई थी मोदी घर से ज़ेवर चुराकर भाग गए थे । क्लिपिंग में यह भी कहा गया कि उनके कार्यों से आहत मोदी के पिता को दिल का दौरा पड़ा और इलाज के लिए संसाधनों की कमी के कारण उनका निधन हो गया । प्रधानमंत्री नरेंद्र मोदी के भाईबहन उन्हें अपने पिता की मौत का ज़िम्मेदार मानते हैं ।	fake
कई बड़े नाम ऐसे भी हैं, जो इस बार आईपीएल में नहीं दिखेंगे. उन्होंने अलगअलग वजहों से अपने नाम वापस लिए हैं. कुछ और खिलाड़ी भी नाम वापस लेने पर विचार कर रहे हैं. ऐसे में बात ऐसे ही खिलाड़ियों की, जो आईपीएल में न रन बनाते दिखेंगे, और न विकेट चटकाते.	non-hostile
सुशांत केस सीबीआई ने रिया से क्याक्या किये सवाल	non-hostile
से लापता छात्र का मामला, डाक से छात्र का आधार कार्ड घर पहुंचा, साल बाद छात्र का आधार घर पहुंचा, कार्ड पर पड़ा नम्बर पुलिस कर रही ट्रेस, परिजनों में बेटे के मिलने की उम्मीद जगी, बरगढ़ थाने के लोढउटा गांव का मामला।	non-hostile
इमरजेंसी के बाद इंदिरा गांधी ने दिल्ली पुलिस के साथ मिलकर जेएनयू में CPI नेता, की तबियत से कुटाई करवाई और कुटाई के साथ इस्तीफा देने और आपातकाल के विरोध में माफी पत्र पढ़ने के लिए मजबूर भी किया था। उस समय वामपंथी सीताराम येचुरी JNU छात्र संघ का अध्यक्ष था।	defamation,hate
आज सुबह सीहोर जिले की इछावर विधानसभा के चेनपुरा, नाप्ली , भड़ेली गावों में आक्सीजन जांच अभियान चलाया गया और प्रत्येक गांव में उसी गांव के निवासियों को पार्टी के तरफ से आक्सिमत्र की जिम्मेदारी भी प्रदान की गई। . . . .	non-hostile
कल से कुछ आईटी सेल के लोग योगी जी के खिलाफ सामने आए हैं। आपको इस बारे में सोचना होगा कि आप किस क्षेत्र में हैं।	defamation,offensive
क्या होती है वाई श्रेणी की सुरक्षा  किन लोगों को मिलती है ये खास सिक्योरिटी	non-hostile
हम एक होंगे .... वे ईर्ष्या करेंगे, हम हिंदू हैं	hate
परीक्षा सेंटर तक पहुंचाने के लिए पति ने गर्भवती पत्नी के साथ स्कूटर से तय की किमी की दूरी	non-hostile
जैसे न्यूज़ चैनल दिन रात हिन्दू मुस्लिम करते है उसी तरीके से आप फिल्म क्रिटिक्स के हर लेख में हिन्दू मुसलमान एंगेल ढूंढ़ लाते है फिल्म क्रिटिक का चोला छोड़ कर राजनितिक विश्लेषकबीजेपी प्रवक्ता कब बन गए पता ही नहीं चला।	defamation,hate,offensive
भारतीय सेना की मोदीजी से शिकायत  हम नकली सैनिकों से नही लड़ेंगे। साले बंदूक दिखाते ही मर जाते है..	defamation
मथुराः लिफ्ट के बहाने अगवा कर किया युवती से गैंगरेप, के खिलाफ मामला दर्ज	non-hostile
सलमान खान ने छोड़ा मुंबई, इतना भी क्या डर है सल्लू मियां,  क्या NCB से डर है, या रिया चक्रवर्ती के खुलासे से	defamation
जिस तरह से भारतीय जनता पार्टी किसानों और युवाओं को परेशान कर रही है, उससे लगता है कि पार्टी कभी भी अपने…	hate
भाजपा सांसद उदित राज ने महिलाओ पर या लाख रुपयों के बदले मर्दो के साथ सोने और फिर उन्हें बदनाम करने का आरोप लगाया ।	fake
जीडीपी में भारी गिरावट के बावजूद शेयर बाजार में रही तेजी 	non-hostile
कश्मीर में दो हिजबुल आतंकियों के साथ डीएसपी दविंदरसिंह को जमानत मिली ... बलात्कारी भाजपा विधायक कुलदीप सिंह सेंगर को मिली जमानत	hate
ये फोटो गुजरात का बताया जा रहा है। इनको भूल जाओ और जमाती में फंसे रहो। इसको कहते हैं राजनीति। असल मुद्दे से नजर हटाना और धर्म, जातपात में उलझा देना। हाय रे हमारे भारतवासियों।	fake
दिल्ली में करोना की टेस्टिंग आज दो महत्वपूर्ण घटनायें हुईं . दिल्ली में टेस्टिंग के रेट घटाकर रुपए किए . आज से दिल्ली में रैपिड ऐंटिजेन टेस्टिंग शुरू हुई जिसके नतीजे मिनट में आ जाते हैं उम्मीद करता हूँ कि अब दिल्ली के लोगों को टेस्टिंग की कोई समस्या नहीं होगी	non-hostile
पूरे ... यह 180 डिग्री यू टर्न है, यह कहा जाता है कि उसने रोना के इलाज के लिए दवा बनाई है और यहां तक ​​कि नाम को बढ़ावा दिया है और इसे दिन में ठीक करने का दावा किया है। ऐसा नहीं है कि रोरोनिल एक प्रतिरक्षा बूस्टर है	defamation
्चिमबंगाल में हूगली के तेलिनीपारा और चंदननगर में हजारों मुसलमानों द्वारा ितहिंदुओं के घरों को जलाया जा रहा है... दलित हिन्दू महिलाएं सड़कों पर आ गयी है..पुलिस ्रशासन सब मुसलमानों के साथ है.. पूरा ाज्य ुसलमानों के कब्जे में है	hate,offensive
टाइम्स नाऊ चैनल कुछ दिन से देश में धर्मांतरण पर विशेष कार्यक्रम दिखा रहा है। इसमें यह बात सामने आई है कि आंध्र प्रदेश में ईसाई आबादी प्रतिशत के ऊपर हो गई है। जबकि काग़ज़ों में ये सिर्फ़ प्रतिशत हैं। यह हाल ही में पूरे देश में है।	hate,offensive
आइये आज हम सब मिलकर कश्मीरियों की सुरक्षा और उनके मौलिक अधिकारों के लिए आवाज उठाते हैं	hate
वर्षीय बच्चे का जूता, जो पूरे भारत और भारतीय शासकों के लिए सबसे बड़ा खतरा था, जिसके लिए सबसे बड़ा लोकतांत्रिक देश कश्मीर में ऐसे निर्दोष बच्चों को मारने के लिए हज़ारों सशस्त्र बलों को भेज रहा है।	fake
देश में त्रासदी की जननी ही कांग्रेस हैं. महाराष्ट्र कैसे संभाला हैं दिख रहा हैं.. .. मुंबई के स्टेशन पर पाकिस्तान जिंदाबाद के नारे लग रहे हैं.	hate
मुंबई में, रात 30 बजे नाला सोपारा में एक मंजिला इमारत ढह गई	non-hostile
इस शिक्षा नीति में भारतीय भाषाओं, कला और संस्कृति को प्राथमिकता दी गई है। इससे विद्यार्थियों में सृजनात्मक क्षमता विकसित होगी और भारतीय भाषाओं की ताकत और बढ़ेगी। विविध भाषाओं वाले हमारे देश की एकता को अक्षुण्ण बनाए रखने में इससे मदद मिलेगी।	non-hostile
दिल्ली का CM कमीना है पर इसमें टीम की क्या गलती वैसे अपना जोधपुर वाला लड़का उधर ही है 	offensive
फ्रांस राफेल उड़ाने के बाद बोले एयर वाइस चीफ राफेल और सुखोई का गठजोड़ दुश्मनों पर पड़ेगा भारी	non-hostile
मोदी सरकार में कोई शर्म नहीं, अपनी ग़लती नहीं मानेगी पी.चिदंबरम	non-hostile
ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..	fake
भारत के तमाम जयचन्द इस वीडियो को दिमाग़ में घुसेड़ ले, मुझे नही पता ये किस फ़िल्म का सीन है, पर बहुत हिम्मत चाहिए ऐसा कहने के लिए  और बता दू ये फ़िल्म सेंसर बोर्ड से पास है	fake
