text	multi_label
जब दुनिया भर के विकसित देश बेहाल हो गए। इस दौरान प्रदेश ने जिस तरह डटकर इस मुश्किल वक्त का सामना किया वह सराहनीय है। योगी जी के पिता का स्वर्गवास भी हो गया लेकिन वह प्रदेश की जनता के प्रति अपनी प्रतिबद्घता दिखाते हुए लगातार जनता की सेवा में लगे रहे	offensive
प्रदेश अध्यक्ष जी की अध्यक्षता में आज भोपाल जोन के पदाधिकारियों की बैठक आयोजित हुई जिसमें सितंबर से शुरू होने वाले ऑक्सीजन जांच अभियान के संबंध में प्रशिक्षण दिया गया व ऑक्सीमीटर वितरित किये गये।	non-hostile
स्टीफन बेगुन ने भारत अमरीका सामरिक और साझेदारी मंच की ओर से वर्चुअल माध्यम से आयोजित तीसरे भारतअमरीका नेतृत्व शिखर सम्मेलन में यह बात कही।	non-hostile
क्या इंसानियत मर चुकी है 	non-hostile
बधाई हो मोदी जी आपकी मन की बात को पूरे हज़ार डिसलाइक मिल चुके हैं 	non-hostile
केजरीवाल संघ शाखा की पैदाइश है संघ शाखा जिस तरह आतंक फैलती है झूठ फैलाती है उसी से इसने बचपन से शिक्षा दीक्षा ली है इसने तो प्लाज्मा डोनेट करके कोरोना परसेंट ठीक कर रही थी यह सब भ्रष्टाचार के जरिए अधिकारी बना है ज्ञान नहीं इसके पास	defamation,hate
ग्राम गांजा की जांच सीबीआई कर रही है उसकी रिपोर्ट पूरी मीडिया कर रही है सो डेढ़ सौ ग्राम गांजा तो बिहार के मुख्यमंत्री नीतीश कुमार के बंगला के छापा मारने पर मिल जाएगी कहां ग्राम के पीछे पड़े	defamation
क्या बात बोल दी शर्मा जी। 	non-hostile
सुशांत सिंह राजपूत की संदिग्ध मौत का राज खोलने के लिए दिल्ली से गई CBI की स्पेशल  टीम सुशांत के घर पर क्राइम सीन का रिक्रिएशन करेगी.	non-hostile
सीपी सुजीत पांडेय करेंगे प्रेस कॉन्फ्रेंस, जरूरी मुद्दो पर होगी प्रेस कॉन्फ्रेंस, बजे पुलिस लाइन में होगी प्रेस कॉनफ्रेंस।	non-hostile
तस्वीर बाबरी हॉस्पिटल का ब्लू प्रिंट दिखाती है	fake
आम्रपाली की परियोजनाओं की सूची ऑनलाइन, इसके निवेशक या खरीदार अपना नाम यहां ढूंढें via	non-hostile
अमेरिका तक को रास्ता दिखाने वाले दिल्ली मॉडल की प्लाज़्मा थेरेपी ने दिल्ली में सैंकड़ों लोगों की जान बचाई है। इंसानियत और भाईचारे का संदेश देती परमजीत जी की ये कहानी आपको ज़रूर प्रेरित करेगी।	non-hostile
हाल ही में एक हिन्दू महिला को एक कश्मीरी मुस्लिम लड़की को सहरी खिलाने पर आरएसएस के गुंडों ने पीटा भारत आरएसएस के कब्जे में है उनका मीडिया, लॉ एनफोर्समेंट, जुडिशरी और राष्ट्रिय सुरक्षा पर पूरा नियंत्रण है क्या यह देश स्थिर रहेगा यदि ऐसा ही चलता रहा तो	fake
देश की एकता, अखंडता और सम्प्रभुता की रक्षा के लिए निरस्त किया गया अनुच्छेद  उप राष्ट्रपति विवरण 	non-hostile
में हुई ोड़फोड़ के बाद ्ल्स हॉस्टल में िखरा हुआ ामान ्य हैं यहां की स्टूडेंट। बहुत दुख हुआ इन लोगों की बुक्स देखकर सब फट गई है।	defamation,offensive
Sudeep Birthday इंजीनियरिंग की पढ़ाई के बाद एक्टिंग की दुनिया में आए किच्चा सुदीप, जानिए और भी कई रोचक बातें	non-hostile
 रिया के खिलाफ बड़े सबूत  पर ट्वीट कर दें अपनी राय Watch LIVE 	non-hostile
आज एक बैंक्वेट हॉल में हमने बेड का कोरोना सेंटर शुरू किया। हर बेड पर ऑक्सिजन है। अब इस तरह से पूरी दिल्ली में कई बैंक्वेट हॉल में करोना सेंटर बनाए जाएँगे।	non-hostile
हिंदुस्तान में  जज भ्रष्ट जस्टिस काटजू हिंदुस्तान में पूरी व्यवस्था भ्रष्ट और नष्ट हो चुकी है क्रांति की जरूरत जस्टिस काटजू न्यायालय से न्याय की उम्मीद मूर्ख लोग करते हैं जस्टिस काटजू भारत के संतरी से लेकर मंत्री तक भ्रष्ट जस्टिस काटजू देश में क्रांति की जरूरत	defamation
ये साला टिकट ब्लैकिया इतनी हिम्मत लाता कहाँ से है	offensive
   कंगना का सपोर्ट करने वाली मीडिया से उम्मीद है कि जब झुग्गियों को तोड़ने के लिए JCB आएगी तब उसका भी विरोध करेगी…	offensive
कर्नाटक BJP के C.M के मंच से ही जब गुरु जी ने CAA का विरोध किया तो CM साहब भड़क उठे  ऐसी बे इज्जती आपने कभी नही देखी होगी दलाल मीडिया के चाटूकार पत्रकारो ने एक बार भी नही चलाया करो तो ज़रा फेमस गुरू जी को	offensive
बिहार में चुनावी मुद्दा बना सुशांत सिंह राजपूत की मौत, BJP ने दिया नारा,  न भूले हैं, ना भूलने देंगे की रिपोर्ट	non-hostile
बेंगलुरु में कोरोना से ठीक हो चुकी मरीज़ को दोबारा संक्रमण का संदेह	non-hostile
 सार्वजनिक स्थानों थूकने से ोविड19 का संक्रमण फैलता है। सार्वजनिक स्थानों पर थूकना दण्डनीय अपराध है। Via	non-hostile
इस तस्वीर में जो आलीशान सोहफे और विश्वस्तरीय इंटीरियर डिजाइन हैं यह किसी का ड्राइंग रूम नहीं है यह देश के प्रधानमंत्री के लिए खरीदा गया बोइंग वीवीआइपी एयरक्राफ्ट है ,इसकी सज धज और शानो शौकत से आप अंदाजा लगा सकते हैं अपने आप को जनता का सेवक और चौकीदार कहने वाला कितना विलासिता पूर्ण जीवन जीने का आदी हो चुका है।और यह विश्वस्तरीय सुविधाओं से लैस एयरक्राफ्ट अगस्त या सितंबर माह में भारत आ जाएगा बस फिर मोदी जी के विदेश दौरे चालू। ऐसी तमाम आधुनिक सुविधा व्यवस्थाओं से लैस ऐसे बोइंग वीवीआइपी एयरक्राफ्ट खरीदे जा रहे हैं जिनकी कीमत लगभग करोड़ रूपया है भारतीयों तुम जिओ फकीरी में और चौकीदार जियेगा शानोशौकत में यह सत्य है प्रधानमंत्री बनने से पहले कितना घड़ियाल की आंसू बहाया था मोदी साहब ने पूरा राष्ट्र को झूठे सपनों में भर्मित करवाया था साहब ने अब देखो हकीकत क्या था किस लिए गुमराह कर रहा था,, लाख की सूट पहन खुद को फकीर बताता है जापान का खाना और पीना उपयोग करने वाले खुद को भिखारी बताता है जागोभारत जागो।।	fake
IPL से पहले प्राइवेट बीच पर मजे ले रहे हैं के खिलाड़ी	non-hostile
छात्रा वीं क्लास में पढ़ती थी, प्रैक्टिकल परीक्षा देने के लिए स्कूल गई हुई थी, परीक्षा देकर स्कूल से लौट ही रही थी, तभी स्कूल के बाहर घात लगाए बैठे एक मुसलमान युवक ने जिसकी उम्र लगभग से साल बताई जा रही है, तेजी से तलवार लेकर आया, और छात्रा के गर्दन पर वार कर दिया।मुस्लिम युवक ने तलवार से वार कर हिंदू लडकी पूजा,पुत्री शंकर लाल कोतमा अनूपगढ मध्य प्रदेश की हत्या इसलिये कर दी क्योंकि उसने उसके तथाकथित लव जेहादी प्यार को नकार दिया था ,हम हिंदू इस देश मे कितने लाचार हैं। ऒर कितने सुरक्षित हैं इन जेहादियो के आगे । खून खोलता है मेरा ऐसे मै	fake
कंगना राणावत ने मुम्बई की तुलना POK से की है, क्या अब उनके खिलाफ देशद्रोही का मुकदमा दर्ज होगा  क्या कंगना जेल जायेंगी  या फिर जाति और धर्म के हिसाब से उन्हें बख्श दिया जायेगा 	defamation
क्या चालू वित्त वर्ष की पहली तिमाही में जीडीपी के खराब आंकड़ों के लिए कोरोना आपदा जिम्मेदार है	non-hostile
होटल मैनेजर की आत्महत्या का मामला, पत्नी,साली समेत लोगों पर केस दर्ज, जहर खाते समय बनाया था वीडियो, पत्नीपरिजनों को बताया मौत का जिम्मेदार, सिविल लाइन थाने में दर्ज हुआ है केस।	non-hostile
यदि दुकान की दूरी किमी तक है तो पैदल जाना होगा।	fake
भारत सरकार खेतों में यूरिया के उपयोग पर प्रतिबंध लगाने जा रही है। खेती में अब यूरिया का उपयोग बंद करेगी सरकार	fake
कितना भी चीख ले महेश भट्ट तेरे कुकर्मो की सज़ा तेरी बेटी को मिलनी ही है तू जितना चीखेगा  सुशांत के चाहने वालों को उतना सुकून मिलेगा , अभी ट्रेलर पे ये हाल है तो सोच फ़िल्म के रिलीज पर क्या होगा   SSR वालों 	fake
   उद्धव ठाकरे की BMC सेना का POK में घुसकर धमाका आतँकवादी संगठनों के कई बंकर तबाह किए संघी आतंकवादियों समेत पूरे लश्करएनोए…	hate
इस वक्त की बड़ी ख़बरें	non-hostile
हमारे पुर्खो ने साल तक राज किया ये कहते हुए Abdul पंचेर बना ने चला गया 	defamation
कांग्रेसी चमचे  राहुल गांधी हर मुद्दे पर मोदी जी से हार क्यों जाते हैं  शाम पित्रोदा  हुआ तो हुआ 	hate
कोरोना के बढ़ते मामले और दूसरी ओर त्यौहार, सुरक्षा को लेकर क्या है आपकी सोच	non-hostile
चंद्रयान मिशन सक्सेस होने ही वाला था कि मोदी जी ने वहां जाकर डिस्टर्ब कर दिया था जिसके कारण वैज्ञानिकों के महीनों की मेहनत बेकार हो गई थी	defamation,hate,offensive
न भक्ति न श्रद्धा न ज्ञान  ईवेन्ट,मैनेजमेन्ट और अपना बखान  चप्पल जूते पहन कर कौन जाता है मंदिरों में जी	defamation
पब्जी गेम पर जितना जल्द हो सरकार करवाई करें यह बच्चे को जिंदगी से खिलवाड़ हो रही है पब्जी को बैन. करो आने वाली पीढ़ी को जिंदा रहने दो	hate
ने से अधिक स्टेशनों का सौरकरण किया स्टेशनों, जो निष्पादन के अधीन हैं, के लिए मेगावाट सोलर रूफटाप क्षमता के लिए आर्डर दिए गए	non-hostile
कश्मीर में तो नहीं है अभी वीडियो की तस्वीर से तो ऐसे ही लग रही है थोड़ा कष्ट करके लदाख पहुंच जाइए जानकारी पूरी मिल जाएगी आंखों देखी हाल पता चल जाएगी गद्दारों की असली तस्वीर देखने को मिल जाएगी	hate
हर जान है कीमती। के ऑक्सीमित्र कर रहे हैं सभी की ऑक्सीजन जांच।	non-hostile
दिल्ली के मुख्यमंत्री जी के प्रति दीवानगी ऐसी की आज भारत और पाकिस्तान के विश्व कप मैच में लगे नारे, जीतेगा भाई जीतेगा केजरीवाल जीतेगा ...	fake
आईटी मंत्री रविशंकर प्रसाद ने मार्क जकरबर्ग को पत्र लिखा, कहा  फेसबुक के कर्मचारी PM मोदी के प्रति अपशब्द कहते हैं	non-hostile
कोराना दौर में प्लेसमेंट ऑफ़र वापस ले रही हैं कंपनियाँ, छात्र परेशान	non-hostile
   पिछले वर्षों ने यह सिद्ध कर दिया कि कांग्रेस कोई राजनैतिक दल नही.... एक छुपा हुआ इस्लामिक संगठन है....	hate,offensive
कँगना की दीवार गिराना लोकतंत्र पर हमला हैं... अरे कु७त्तो गुजरात में गरीबो के घर के आगे दीवार बना कर कौन सा लोकतंत्र सुरक्षित हुआ था ।।	hate
कफ़ील खान के मामले में हाई कोर्ट का फ़ैसला योगी सरकार के अन्यायी चेहरे को बेनक़ाब करता है ध्यान से पढ़ो योगी जी, हाई कोर्ट ने कहा “कफ़ील खान का भाषण राष्ट्रीय एकता और अखंडता की अपील करता है” और योगी जी ने कफ़ील को राष्ट्रद्रोही घोषित कर दिया “शर्मनाक”	non-hostile
बिहार के पहले एक्सप्रेस वे के निर्माण का रास्ता हुआ साफ, औरंगाबाद से जयनगर तक बनेगी फोरलेन सड़क	non-hostile
देश में संक्रमण के ग्राफ में सबसे ऊपर महाराष्ट्र, IMA ने कहा लोगों में डर और हॉस्पिटल, दवा, टेस्टिंग व ऑक्सीजन की कमी से समस्या	non-hostile
यह एक संक्रामक बीमारी है, जो किसी को भी हो सकती है, इसलिए सावधान, सतर्क रहकर हमें अपना बचाव करना है। संक्रमण से बचाव के तरीकों को हम और मजबूती से अपनाएं ACS, चिकित्सा एवं स्वास्थ्य, श्री अमित मोहन प्रसाद जी	non-hostile
   आज एक इलेक्ट्रिक की दूकान में गया और बोला एक राहुल दे दो उसने तुरन्त एक ट्यूबलाइट दे दिया,आजकल प्रचार होते देर नही लगती…	defamation
इस तस्वीर ने छू लिया आनंद महिंद्रा का दिल, उन्होंने नितिन गडकरी से की खास गुजारिश via	non-hostile
मैं किसानो की बात करता हूँ और बहुत सी चीज़ें कही जा सकती हैं... ठहरिये भइआ बोलने दीजिये	fake
नहीं भूलेंगे भाई, मैं मोदी का कट्टर समर्थक हुआ करता था, लेकिन इन दिनों साला इतना दिमाग घूम गया है कि बस मोदी के नाम से ही नफरत होने लग गई, मां कसम	offensive
उन्नाव रेप कांड के दोषी भाजपा विधायक कुलदीप सिंह सेंगर को हाई कोर्ट से मिली जमानत। अब सवाल यह उठता है कि जिस जज ने जमानत दिया है, अगर पीड़िता उसी जज की बेटी होती, तो भी वह जज जमानत दे देता क्या लानत है ऐसे जजों पर। वह जज नहीं बल्कि जज के भेष में छुपा हुआ भेड़िया है।	defamation,hate,offensive
कृपया सूचनार्थ एवं आवश्यक कार्यवाही हेतु।	non-hostile
धर्म परिवर्तन करके शादी या निकाह से जुड़े मामले की जांच एसआईटी करेगी।	non-hostile
उप राष्ट्रपति ने के निधन पर गहरा दुख व्यक्त करते हुए कहा, उन्होंने उस हर पद की गरिमा और शिष्टता के साथ शोभा बढ़ाई जिस पर वह रहे। उनकी मृत्यु के साथ भारत ने एक बेहतरीन नेता खो दिया है	non-hostile
यह राहुल ईश्वर कमीना कब से rightist से leftists हो गया लगता है रवी श्रीवास्तव ओर सुमन्त रामन का असर आ गया है 	offensive
सिवनी में फसल खराब होने पर केजरीवाल सरकार की तर्ज पर AAP ने की हजार रुपये प्रति हेक्टेयर मुआवजा देने की मांग।	non-hostile
अब यूपीबिहार के लोगों को दिल्ली से भी भगा देना चाहिए रमेश बिधूड़ी भाजपा सांसद रमेश बिधुरी ने कहा अब यूपीबिहार के लोगों को दिल्ली से भी भगा देना चाहिए	fake
यह वीडियो हाल ही में दुर्घटनाग्रस्त हुए इथियोपियन एयरलाइंस का है। बूम ने पाया कि वायरल वीडियो से है और अफ़ग़ानिस्तान में दुर्घटनाग्रस्त दुबई के एक कार्गो मालवाहक विमान को दिखाता है, ना कि इथियोपियाई यात्री विमान को जो हाल ही में क्रैश हुआ था। इस विमान में सवार सभी यात्रियों की मौत हो गई थी। हाल ही में हुए इथियोपियन एयरलाइंस के क्रैश का वीडियो	fake
सुशांत को न्याय प्रायोजित इंटरव्यू से नहीं पर ट्वीट कर दें अपनी राय LIVE	non-hostile
भाईजान का बेटा है.... नाले के पानी से फल धोकर स्वच्छ पानी की बचत कर रहा है । हिन्दुओं, नवरात्र के उपवास में इस महान राष्ट्रभक्त पर्यावरणप्रेमी से ही फल खरीदना । जय मातादी 	fake
   एक एंकर आकर कहता है कि एक विशेष समुदाय यूपीएससी में घुसपैठ कर रहा है क्या इससे ज़्यादा घातक कोई बात हो सकती है  ऐसे…	offensive
मैं निजीकरण के साथ हूं... क्योंकि भारत में  Govt. कर्मचारी काम न करने की सैलरी लेते हैं ,और काम करने की रिश्वत लेते हैं 	offensive
मेहुल चौकसी और राणा कपूर ने को पैसे दिए जिन्नेश शाह ने भी फाउंडेशन को लाख रुपये दिए भाजपा FULL PRESS CONFERENCE	non-hostile
महाभारत युग में पांडवों ने बिहार के इस जगह बनाया था सुरंग, आज वहां स्थानीय लोग करते हैं खेती	non-hostile
 शौर्य का अभिनंदन  पीएम मोदी आज तमिलनाडु दौरे पर  प्रदेश बीजेपी में बागियों की वापसी 	non-hostile
माननीय राज्यसभा सांसद श्री रंजन गोगोई जी को कोरोना संक्रमित होने का समाचार प्राप्त हुआ। मैं, विश्व विधाता भगवान श्रीराम से उनके स्वास्थ्य लाभ की प्रार्थना करती हूँ।	fake
घंटे में दूसरी बार, संक्रमण हज़ार के पार	non-hostile
शांतिपूर्ण प्रोटेस्ट, सच में बोल दो ये भी दिल्ली पुलिस का ही करा धरा है।	fake
NEETJEE परीक्षाओं के दौरान स्टूडेंट्स की सुविधा के लिए मुंबई में अतिरिक्त लोकल ट्रेनें चलेंगीं	non-hostile
पीएम मोदी ने ये तस्वीर शेयर करते हुए प्रणब मुखर्जी को दी श्रद्धांजलि... खबर	non-hostile
देश के विभिन्न राज्यों में का ऑक्सीमित्र अभियान जारी...	non-hostile
दिल्ली के लोधी रोड़ श्मशान में राजकीय सम्मान के साथ पंचतत्व में विलीन हुए पूर्व राष्ट्रपति प्रणब मुखर्जी	non-hostile
नशे में धुत, फर्जी राष्ट्रवादी, केजरीवाल किसी काम के नहीं। भविष्य में मतदान करते समय सावधान रहें, दिल्ली दिल्ली के मुख्यमंत्री अरविंद केजरीवाल को फेसबुक लाइव वीडियो रिकॉर्ड करने के दौरान नशे में धुत और लड़खड़ा कर बोले हुए दिखाए जाने वाला वीडियो फर्जी है।	fake
से जुड़े छह आरोपियों ने की एक अदालत के सामने अपना गुनाह कबूल कर लिया।	non-hostile
और हुए लॉन्च, फोटोग्राफी के लिए रियर में मिलेगा कैमरों का सेटअप	non-hostile
बॉलीवुड एक्ट्रेस कंगना रनौत को केंद्रीय गृह मंत्रालय ने दी Y कैटेगरी की सुरक्षा	non-hostile
जिला मत्स्य विभाग द्वारा सितंबर बुधवार को सुबह साढ़े बजे भट्टू खंड के गांव ठुईयां में खारे पानी में सफेद झींगा मछली पालन पर एक दिवसीय सेमिनार का आयोजन किया जाएगा। कार्यक्रम के मुख्यातिथि उपायुक्त डॉ. नरहरि सिंह बांगड़ होंगे।	non-hostile
मन की बात रेडियो ऐड्रेस में कहा की एक करोड़ कोविड19 मरीज़ों का मुफ़्त इलाज किया जा चूका है 	fake
बिहार समान काम, समान वेतन की मांग को लेकर प्रदर्शन कर रहे गेस्ट प्रोफेसरों पर पुलिस ने किया लाठीचार्ज की रिपोर्ट	non-hostile
